Wall time,Step,Value
1729047206.722093,385,-201.5
1729047227.2992065,386,107.43000030517578
1729047237.3712747,387,108.30000305175781
1729047253.4830716,388,107.80999755859375
1729047402.5079799,389,108.52999877929688
1729047434.3375227,391,108.20999908447266
1729047435.7588546,392,102.94000244140625
1729047583.4295075,393,-200.82000732421875
1729047603.3786511,394,108.56999969482422
1729047685.964032,396,-200.8300018310547
1729047839.825726,397,108.37999725341797
1729047868.3537996,398,-200.77999877929688
1729047922.0332892,399,-96.77999877929688
1729047965.1256628,400,-101.12000274658203
1729048143.3588731,402,108.2300033569336
1729048182.629872,403,-101.95999908447266
1729048210.1207623,404,-200.47000122070312
1729048384.681466,406,107.9800033569336
1729048399.0712674,407,109.04000091552734
1729048593.5548787,409,107.23999786376953
1729048646.2277396,411,-100.12000274658203
1729048682.144932,412,-201.83999633789062
1729048837.4202836,413,-200.66000366210938
1729048877.2532206,415,-201.63999938964844
1729048883.1968396,416,-98.43000030517578
1729049057.8680587,417,107.05000305175781
1729049086.9491663,419,109.16000366210938
1729049117.0971038,420,107.7699966430664
1729049274.2307177,421,108.26000213623047
1729049292.3907611,422,-201.1699981689453
1729049305.2456892,423,109.08000183105469
1729049321.1770399,424,-99.23999786376953
1729049457.6969872,425,105.63999938964844
1729049495.2240093,427,-200.2899932861328
1729049647.8769686,429,109.08000183105469
1729049681.9304285,431,108.62999725341797
1729049820.4263148,433,109.08000183105469
1729049882.61744,436,109.30999755859375
1729050007.5450978,437,109.43000030517578
1729050042.6877706,439,108.55000305175781
1729050055.6754985,440,109.12999725341797
1729050190.0125432,441,107.12999725341797
1729050204.3770905,442,109.02999877929688
1729050219.385299,443,107.87000274658203
1729050399.559161,445,109.18000030517578
1729050428.1771028,446,107.83000183105469
1729050441.7709203,447,109.05000305175781
1729050464.8255508,448,-201.08999633789062
1729050610.299733,449,108.81999969482422
1729050643.458846,450,-100.44999694824219
1729050669.744637,451,108.13999938964844
1729050672.244851,452,103.8499984741211
1729050823.1070266,453,109.06999969482422
1729050836.150337,454,-99.91999816894531
1729050844.920809,455,109.33999633789062
1729050863.3461754,456,10.699999809265137
1729051001.3171415,458,-98.79000091552734
1729051017.2929075,459,108.91000366210938
1729051060.4020126,460,104.94000244140625
1729051192.903732,461,108.66000366210938
1729051219.819504,462,-201.25999450683594
1729051236.6125054,463,-201.88999938964844
1729051249.1623814,464,108.0999984741211
1729051360.6089747,465,106.5999984741211
1729051388.8746195,466,108.01000213623047
1729051414.596917,467,108.19000244140625
1729051428.0855913,468,108.0199966430664
1729051542.9591115,469,108.20999908447266
1729051563.1600838,470,107.61000061035156
1729051615.9217098,471,-97.66000366210938
1729051633.8993182,472,-100.26000213623047
1729051762.1761706,473,-99.61000061035156
1729051775.4752433,474,-99.9000015258789
1729051806.121078,475,-200.33999633789062
1729051819.7216065,476,109.11000061035156
1729051956.386929,478,109.5
1729051989.8077261,479,107.69000244140625
1729052171.6213632,482,108.1500015258789
1729052221.6683638,483,-97.4000015258789
1729052268.5970643,484,-97.72000122070312
1729052454.0193164,485,108.08000183105469
1729052472.9005837,486,-99.66999816894531
1729052493.7949424,487,109.0199966430664
1729052512.3986316,488,109.16999816894531
1729052692.3995044,489,-200.16000366210938
1729052714.1294625,490,108.68000030517578
1729052727.8545349,492,-98.83000183105469
1729052891.0122428,493,-100.11000061035156
1729052903.0434303,494,-98.44999694824219
1729053087.1280072,497,-98.97000122070312
1729053124.16198,498,-99.36000061035156
1729053189.1588974,500,-200.05999755859375
1729053386.2787743,503,-99.81999969482422
1729053394.4578466,504,-200.27999877929688
1729053547.3505778,505,108.19000244140625
1729053570.0211108,506,108.27999877929688
1729053581.5379882,507,109.1500015258789
1729053593.240612,508,108.22000122070312
1729053740.5177393,509,-99.94000244140625
1729053768.4291923,510,-200.60000610351562
1729053796.7146094,511,107.88999938964844
1729053832.400926,512,-201.19000244140625
1729053965.0595956,513,-98.4800033569336
1729053995.0961952,515,105.30999755859375
1729054016.287325,516,-99.44999694824219
1729054166.9535997,517,-201.08999633789062
1729054189.106224,518,108.37999725341797
1729054215.1005664,519,-201.1300048828125
1729054233.6699936,520,-101.27999877929688
1729054397.6770582,521,-101.02999877929688
1729054451.7753594,523,-200.75
1729054453.4002059,524,102.91999816894531
1729054606.0087276,525,-200.74000549316406
1729054639.4690776,526,-200.67999267578125
1729054954.3424056,532,-98.76000213623047
1729055154.4738333,534,-100.66999816894531
1729055165.2222235,535,109.29000091552734
1729055192.1979322,536,108.05000305175781
1729055334.7388003,537,9.710000038146973
1729055377.2706673,538,106.97000122070312
1729055385.4540825,539,-98.52999877929688
1729055406.3734589,540,108.4800033569336
1729055568.4465375,541,107.69000244140625
1729055588.7606702,542,-100.30999755859375
1729055624.2178688,543,-201.07000732421875
1729055643.9775887,544,108.61000061035156
1729055796.9235358,545,109.33999633789062
1729055804.7690198,546,109.44999694824219
1729055814.69755,547,108.27999877929688
1729055931.8707108,548,108.33000183105469
1729056194.4076908,549,-200.35000610351562
1729056196.0841563,550,104.93000030517578
1729056339.3565314,552,-100.05999755859375
1729056599.998749,553,106.87999725341797
1729056607.5307088,554,108.5199966430664
1729056628.4077225,556,108.69000244140625
1729056773.9855883,557,107.91999816894531
1729056808.29558,558,-100.5199966430664
1729056823.982087,559,107.9000015258789
1729056831.3808439,560,107.5199966430664
1729057180.0077667,561,107.66999816894531
1729057201.18261,562,108.55999755859375
1729057216.4812915,563,108.98999786376953
1729057228.1527364,564,-200.5500030517578
1729057554.166233,565,106.66999816894531
1729057580.393687,566,108.11000061035156
1729057595.098212,567,-200.05999755859375
1729057607.9246175,568,109.16000366210938
1729057721.129088,569,107.6500015258789
1729057755.4358418,570,107.73999786376953
1729057770.2509472,571,108.01000213623047
1729057780.4464324,572,-200.02000427246094
1729057993.8232038,573,109.62999725341797
1729058100.6767554,574,107.61000061035156
1729058155.3413517,575,108.08999633789062
1729058538.355427,577,-101.19999694824219
1729058582.030964,578,108.19999694824219
1729058609.7580874,579,108.0
1729058635.0867474,580,108.3499984741211
1729058801.4722197,581,-100.80999755859375
1729058804.1178489,582,103.83999633789062
1729058840.6075728,583,-201.13999938964844
1729058876.096256,584,106.41000366210938
1729059178.8717673,585,106.86000061035156
1729059194.1866243,586,108.9000015258789
1729059209.079054,587,10.90999984741211
1729059214.5648944,588,-98.37000274658203
1729059587.273153,589,-200.10000610351562
1729059598.9075525,590,-100.69999694824219
1729059650.4687014,592,108.41999816894531
1729059792.3770037,593,108.18000030517578
1729059823.7676978,594,-101.13999938964844
1729059843.6959474,596,107.66000366210938
1729060274.190437,597,-201.66000366210938
1729060284.3594873,598,107.31999969482422
1729060301.0860078,599,107.80999755859375
1729060318.404488,600,-99.2300033569336
1729060656.3365986,601,-200.7899932861328
1729060686.82365,602,-200.17999267578125
1729060701.1354427,603,-200.50999450683594
1729060746.4632046,604,-101.47000122070312
1729060897.4559622,605,107.63999938964844
1729060924.476241,606,-200.92999267578125
1729060949.4262881,607,-99.72000122070312
1729061137.0399187,609,106.2699966430664
1729061167.9583254,611,-100.66999816894531
1729061179.919173,612,-200.50999450683594
1729061324.8317199,613,-200.3000030517578
1729061405.7203848,616,-99.55000305175781
1729061610.2104115,620,107.79000091552734
1729061746.1824317,621,107.62000274658203
1729061772.997626,622,108.02999877929688
1729061803.166298,623,-200.3000030517578
1729061827.672487,624,9.3100004196167
1729061976.272315,625,107.63999938964844
1729061986.5206234,626,108.27999877929688
1729062000.8971157,627,108.0199966430664
1729062183.875556,630,-200.4499969482422
1729062193.486031,631,109.3499984741211
1729062215.064252,632,108.41999816894531
1729062334.361076,633,108.33999633789062
1729062354.6158373,635,109.41000366210938
1729062379.0399392,636,108.29000091552734
1729062536.6246629,637,-96.81999969482422
1729062622.1650643,639,107.83999633789062
1729062645.465481,640,108.91999816894531
1729062788.442463,641,106.87000274658203
1729062826.888162,642,108.6500015258789
1729062840.3851435,643,108.37000274658203
1729062890.3345404,644,-98.30000305175781
1729063082.982641,645,-98.31999969482422
1729063099.2816172,646,-200.0399932861328
1729063114.6406014,647,-200.08999633789062
1729063145.9456131,648,-200.2100067138672
1729063307.192984,649,-200.14999389648438
1729063312.6214786,650,-200.1199951171875
1729063323.670606,651,-98.47000122070312
1729063352.7290637,652,-200.0500030517578
1729063501.4416351,653,-99.12000274658203
1729063511.142903,654,108.48999786376953
1729063675.7090135,657,102.95999908447266
1729063724.2741628,658,-100.45999908447266
1729063758.9587798,659,105.18000030517578
1729063761.191735,660,104.91000366210938
1729063917.301132,661,108.29000091552734
1729063942.2933013,662,-99.13999938964844
1729063990.241887,663,-98.7699966430664
1729063993.5193472,664,-98.0999984741211
1729064152.145027,665,-98.62000274658203
1729064170.9168353,666,-200.4199981689453
1729064188.6783237,667,-200.3300018310547
1729064239.519728,668,-100.19000244140625
1729064419.5751326,669,-200.6699981689453
1729064445.0775557,670,107.44999694824219
1729064479.017743,672,-99.72000122070312
1729064655.7119017,673,10.970000267028809
1729064677.6499462,674,-200.25999450683594
1729064684.90536,675,109.66000366210938
1729064711.7016041,676,107.54000091552734
1729064888.1506777,677,-200.8699951171875
1729064919.223511,678,108.25
1729064922.3458135,679,108.86000061035156
1729064929.7060862,680,-99.37999725341797
1729065099.0922477,681,-200.2100067138672
1729065103.1315987,682,106.80000305175781
1729065118.5907917,683,-200.11000061035156
1729065154.827281,684,-100.02999877929688
1729065305.9099264,685,108.7300033569336
1729065323.9051564,686,109.06999969482422
1729065344.5584261,687,-100.08000183105469
1729065369.3436527,688,-99.30999755859375
1729065546.5077443,689,107.5199966430664
1729065598.569055,690,-101.05999755859375
1729065609.205942,691,-98.58000183105469
1729065822.145172,693,-200.4600067138672
1729065841.1892369,695,107.81999969482422
1729066080.4153993,697,-200.60000610351562
1729066131.743674,700,-200.58999633789062
1729066301.738882,701,107.91999816894531
1729066312.4894352,702,108.2300033569336
1729066333.200476,703,107.54000091552734
1729066344.5557318,704,-99.70999908447266
1729066517.0699606,705,108.05000305175781
1729066546.3117137,706,-200.9600067138672
1729066566.3560867,707,-200.3699951171875
1729066574.0556734,708,-98.55999755859375
1729066720.3615217,709,-200.3699951171875
1729066746.127077,710,-201.35000610351562
1729066761.7205064,711,107.86000061035156
1729066781.4053752,712,-200.8699951171875
1729066969.5842295,715,-100.44999694824219
1729066995.2441375,716,-200.24000549316406
1729067110.2087107,717,108.44999694824219
1729067194.530727,719,-99.79000091552734
1729067248.13664,720,-96.5
1729067412.1771781,721,-200.42999267578125
1729067447.5127265,722,107.55999755859375
1729067450.3917098,723,104.83999633789062
1729067463.5542898,724,108.08999633789062
1729067622.026934,725,107.41000366210938
1729067655.1813216,726,-200.69000244140625
1729067689.7139153,727,-200.8699951171875
1729067882.8898962,729,108.87000274658203
1729067891.4359696,730,-200.11000061035156
1729067911.775778,731,-200.77999877929688
1729067919.1859164,732,108.48999786376953
1729068085.2514153,733,-200.2100067138672
1729068121.1232412,735,107.94999694824219
1729068128.5345778,736,108.48999786376953
1729068269.075257,737,107.69999694824219
1729068272.0534573,738,105.83000183105469
1729068292.9515328,739,106.56999969482422
1729068330.1670787,740,-100.62999725341797
1729068453.5586464,741,108.44999694824219
1729068459.2301307,742,106.62000274658203
1729068514.9999676,743,-98.88999938964844
1729068524.9733627,744,108.36000061035156
1729068653.5129936,745,-98.70999908447266
1729068664.4669619,746,-200.42999267578125
1729068679.2075944,747,-200.22999572753906
1729068725.6042104,748,-101.26000213623047
1729068882.9926944,750,108.66000366210938
1729068886.1202505,751,-98.18000030517578
1729068926.1514523,752,-100.76000213623047
1729069039.6587923,753,104.77999877929688
1729069058.9559941,754,108.79000091552734
1729069088.25069,755,107.01000213623047
1729069104.4945776,756,108.91999816894531
1729069217.8955357,757,105.7300033569336
1729069246.203785,760,101.95999908447266
1729069344.661103,761,107.29000091552734
1729069428.958835,763,-100.20999908447266
